skaterFullName,ppPoints,teamAbbrevs,gamesPlayed,shoots,position,ppUnit,vs,avgPowerplayToi,row,date,team_PEN/GP,team_PP%,team_PK%,team_G,team_GA,enemy_PEN/GP,enemy_PP%,enemy_PK%,enemy_G,enemy_GA,scored,PPGF,PPG/PG,PPO/PG,PPTOI/PG,PEN,PENMin,PENSeconds/PG,PENDrawn/GP,PPGA,PKTIO/PG,PPGF_enemy,PPG/PG_enemy,PPO/PG_enemy,PPTOI/PG_enemy,PEN_enemy,PENMin_enemy,PENSeconds/PG_enemy,PENDrawn/GP_enemy,PPGA_enemy,PKTIO/PG_enemy
Evgeni Malkin,9,PIT,34,L,C,1.0,NYI,05:40,52,2023-12-31,3.575465,0.13888,0.82568,102.0,91.0,3.339699,0.23469,0.72381,108,113,0,15.0,0.44117,3.17647,312.794117,123.0,272.0,480.0,3.575465,19.0,326.647058,23.0,0.65714,2.8,250.114285,119.0,260.0,445.0,3.143246,29.0,264.485714
Valtteri Puustinen,1,PIT,9,R,R,2.0,NYI,03:58,53,2023-12-31,3.575465,0.13888,0.82568,102.0,91.0,3.339699,0.23469,0.72381,108,113,0,15.0,0.44117,3.17647,312.794117,123.0,272.0,480.0,3.575465,19.0,326.647058,23.0,0.65714,2.8,250.114285,119.0,260.0,445.0,3.143246,29.0,264.485714
Rickard Rakell,2,PIT,22,R,R,1.0,NYI,03:07,54,2023-12-31,3.575465,0.13888,0.82568,102.0,91.0,3.339699,0.23469,0.72381,108,113,0,15.0,0.44117,3.17647,312.794117,123.0,272.0,480.0,3.575465,19.0,326.647058,23.0,0.65714,2.8,250.114285,119.0,260.0,445.0,3.143246,29.0,264.485714
Reilly Smith,6,PIT,34,L,R,2.0,NYI,02:01,55,2023-12-31,3.575465,0.13888,0.82568,102.0,91.0,3.339699,0.23469,0.72381,108,113,0,15.0,0.44117,3.17647,312.794117,123.0,272.0,480.0,3.575465,19.0,326.647058,23.0,0.65714,2.8,250.114285,119.0,260.0,445.0,3.143246,29.0,264.485714
Josh Anderson,2,MTL,35,R,R,1.0,TBL,01:41,56,2023-12-31,4.300641,0.184,0.719,96.0,118.0,4.070217,0.29661,0.79629,120,128,0,23.0,0.65714,3.57142,357.942857,154.0,364.0,624.0,4.38442,34.0,324.085714,35.0,0.94594,3.18918,294.081081,152.0,412.0,668.0,4.177328,22.0,283.243243
Cole Caufield,11,MTL,35,R,R,1.0,TBL,03:22,57,2023-12-31,4.300641,0.184,0.719,96.0,118.0,4.070217,0.29661,0.79629,120,128,0,23.0,0.65714,3.57142,357.942857,154.0,364.0,624.0,4.38442,34.0,324.085714,35.0,0.94594,3.18918,294.081081,152.0,412.0,668.0,4.177328,22.0,283.243243
Brendan Gallagher,4,MTL,35,R,R,2.0,TBL,01:38,58,2023-12-31,4.300641,0.184,0.719,96.0,118.0,4.070217,0.29661,0.79629,120,128,0,23.0,0.65714,3.57142,357.942857,154.0,364.0,624.0,4.38442,34.0,324.085714,35.0,0.94594,3.18918,294.081081,152.0,412.0,668.0,4.177328,22.0,283.243243
Sean Monahan,10,MTL,35,L,C,1.0,TBL,03:14,59,2023-12-31,4.300641,0.184,0.719,96.0,118.0,4.070217,0.29661,0.79629,120,128,0,23.0,0.65714,3.57142,357.942857,154.0,364.0,624.0,4.38442,34.0,324.085714,35.0,0.94594,3.18918,294.081081,152.0,412.0,668.0,4.177328,22.0,283.243243
Juraj Slafkovsky,2,MTL,35,L,L,1.0,TBL,03:18,60,2023-12-31,4.300641,0.184,0.719,96.0,118.0,4.070217,0.29661,0.79629,120,128,0,23.0,0.65714,3.57142,357.942857,154.0,364.0,624.0,4.38442,34.0,324.085714,35.0,0.94594,3.18918,294.081081,152.0,412.0,668.0,4.177328,22.0,283.243243
Brandon Hagel,4,TBL,37,L,L,2.0,MTL,01:13,61,2023-12-31,4.070217,0.29661,0.79629,120.0,128.0,4.300641,0.184,0.719,96,118,0,35.0,0.94594,3.18918,294.081081,152.0,412.0,668.0,4.177328,22.0,283.243243,23.0,0.65714,3.57142,357.942857,154.0,364.0,624.0,4.38442,34.0,324.085714
Victor Hedman,14,TBL,35,L,D,1.0,MTL,03:17,62,2023-12-31,4.070217,0.29661,0.79629,120.0,128.0,4.300641,0.184,0.719,96,118,0,35.0,0.94594,3.18918,294.081081,152.0,412.0,668.0,4.177328,22.0,283.243243,23.0,0.65714,3.57142,357.942857,154.0,364.0,624.0,4.38442,34.0,324.085714
Nikita Kucherov,27,TBL,36,L,R,1.0,MTL,03:35,63,2023-12-31,4.070217,0.29661,0.79629,120.0,128.0,4.300641,0.184,0.719,96,118,0,35.0,0.94594,3.18918,294.081081,152.0,412.0,668.0,4.177328,22.0,283.243243,23.0,0.65714,3.57142,357.942857,154.0,364.0,624.0,4.38442,34.0,324.085714
Brayden Point,14,TBL,37,R,C,1.0,MTL,03:32,64,2023-12-31,4.070217,0.29661,0.79629,120.0,128.0,4.300641,0.184,0.719,96,118,0,35.0,0.94594,3.18918,294.081081,152.0,412.0,668.0,4.177328,22.0,283.243243,23.0,0.65714,3.57142,357.942857,154.0,364.0,624.0,4.38442,34.0,324.085714
Steven Stamkos,20,TBL,34,R,C,1.0,MTL,03:24,65,2023-12-31,4.070217,0.29661,0.79629,120.0,128.0,4.300641,0.184,0.719,96,118,0,35.0,0.94594,3.18918,294.081081,152.0,412.0,668.0,4.177328,22.0,283.243243,23.0,0.65714,3.57142,357.942857,154.0,364.0,624.0,4.38442,34.0,324.085714
Connor Bedard,7,CHI,35,R,C,1.0,DAL,02:57,66,2023-12-31,3.765127,0.12844,0.75,86.0,128.0,3.385634,0.22,0.86363,118,105,1,14.0,0.4,3.11428,313.228571,133.0,308.0,528.0,3.850055,28.0,305.628571,22.0,0.64705,2.94117,267.941176,117.0,255.0,450.0,3.212012,15.0,311.588235
Nick Foligno,5,CHI,35,L,L,2.0,DAL,02:52,67,2023-12-31,3.765127,0.12844,0.75,86.0,128.0,3.385634,0.22,0.86363,118,105,0,14.0,0.4,3.11428,313.228571,133.0,308.0,528.0,3.850055,28.0,305.628571,22.0,0.64705,2.94117,267.941176,117.0,255.0,450.0,3.212012,15.0,311.588235
Tyler Johnson,5,CHI,34,R,C,1.0,DAL,02:47,68,2023-12-31,3.765127,0.12844,0.75,86.0,128.0,3.385634,0.22,0.86363,118,105,0,14.0,0.4,3.11428,313.228571,133.0,308.0,528.0,3.850055,28.0,305.628571,22.0,0.64705,2.94117,267.941176,117.0,255.0,450.0,3.212012,15.0,311.588235
Philipp Kurashev,6,CHI,28,L,C,1.0,DAL,02:48,69,2023-12-31,3.765127,0.12844,0.75,86.0,128.0,3.385634,0.22,0.86363,118,105,1,14.0,0.4,3.11428,313.228571,133.0,308.0,528.0,3.850055,28.0,305.628571,22.0,0.64705,2.94117,267.941176,117.0,255.0,450.0,3.212012,15.0,311.588235
Jamie Benn,7,DAL,34,L,L,1.0,CHI,02:31,70,2023-12-31,3.385634,0.22,0.86363,118.0,105.0,3.765127,0.12844,0.75,86,128,0,22.0,0.64705,2.94117,267.941176,117.0,255.0,450.0,3.212012,15.0,311.588235,14.0,0.4,3.11428,313.228571,133.0,308.0,528.0,3.850055,28.0,305.628571
Matt Duchene,6,DAL,33,L,C,2.0,CHI,02:12,71,2023-12-31,3.385634,0.22,0.86363,118.0,105.0,3.765127,0.12844,0.75,86,128,0,22.0,0.64705,2.94117,267.941176,117.0,255.0,450.0,3.212012,15.0,311.588235,14.0,0.4,3.11428,313.228571,133.0,308.0,528.0,3.850055,28.0,305.628571
Miro Heiskanen,9,DAL,34,L,D,1.0,CHI,03:32,72,2023-12-31,3.385634,0.22,0.86363,118.0,105.0,3.765127,0.12844,0.75,86,128,0,22.0,0.64705,2.94117,267.941176,117.0,255.0,450.0,3.212012,15.0,311.588235,14.0,0.4,3.11428,313.228571,133.0,308.0,528.0,3.850055,28.0,305.628571
Roope Hintz,10,DAL,32,L,C,1.0,CHI,02:38,73,2023-12-31,3.385634,0.22,0.86363,118.0,105.0,3.765127,0.12844,0.75,86,128,0,22.0,0.64705,2.94117,267.941176,117.0,255.0,450.0,3.212012,15.0,311.588235,14.0,0.4,3.11428,313.228571,133.0,308.0,528.0,3.850055,28.0,305.628571
Wyatt Johnston,4,DAL,34,R,C,2.0,CHI,01:54,74,2023-12-31,3.385634,0.22,0.86363,118.0,105.0,3.765127,0.12844,0.75,86,128,0,22.0,0.64705,2.94117,267.941176,117.0,255.0,450.0,3.212012,15.0,311.588235,14.0,0.4,3.11428,313.228571,133.0,308.0,528.0,3.850055,28.0,305.628571
Joe Pavelski,10,DAL,34,R,C,1.0,CHI,02:45,75,2023-12-31,3.385634,0.22,0.86363,118.0,105.0,3.765127,0.12844,0.75,86,128,0,22.0,0.64705,2.94117,267.941176,117.0,255.0,450.0,3.212012,15.0,311.588235,14.0,0.4,3.11428,313.228571,133.0,308.0,528.0,3.850055,28.0,305.628571
Jason Robertson,11,DAL,34,L,L,1.0,CHI,02:52,76,2023-12-31,3.385634,0.22,0.86363,118.0,105.0,3.765127,0.12844,0.75,86,128,0,22.0,0.64705,2.94117,267.941176,117.0,255.0,450.0,3.212012,15.0,311.588235,14.0,0.4,3.11428,313.228571,133.0,308.0,528.0,3.850055,28.0,305.628571
Tyler Seguin,1,DAL,34,R,C,2.0,CHI,01:56,77,2023-12-31,3.385634,0.22,0.86363,118.0,105.0,3.765127,0.12844,0.75,86,128,1,22.0,0.64705,2.94117,267.941176,117.0,255.0,450.0,3.212012,15.0,311.588235,14.0,0.4,3.11428,313.228571,133.0,308.0,528.0,3.850055,28.0,305.628571
Evan Bouchard,17,EDM,33,R,D,1.0,ANA,03:37,78,2023-12-31,4.146565,0.25925,0.78448,114.0,108.0,5.594163,0.20909,0.79617,90,115,0,28.0,0.84848,3.27272,278.969696,138.0,315.0,572.0,3.906184,25.0,336.060606,23.0,0.65714,3.14285,309.371428,197.0,494.0,846.0,4.259514,32.0,427.171428
Leon Draisaitl,16,EDM,33,L,C,1.0,ANA,03:37,79,2023-12-31,4.146565,0.25925,0.78448,114.0,108.0,5.594163,0.20909,0.79617,90,115,0,28.0,0.84848,3.27272,278.969696,138.0,315.0,572.0,3.906184,25.0,336.060606,23.0,0.65714,3.14285,309.371428,197.0,494.0,846.0,4.259514,32.0,427.171428
Zach Hyman,8,EDM,32,R,L,1.0,ANA,03:33,80,2023-12-31,4.146565,0.25925,0.78448,114.0,108.0,5.594163,0.20909,0.79617,90,115,0,28.0,0.84848,3.27272,278.969696,138.0,315.0,572.0,3.906184,25.0,336.060606,23.0,0.65714,3.14285,309.371428,197.0,494.0,846.0,4.259514,32.0,427.171428
Connor McDavid,18,EDM,31,L,C,1.0,ANA,03:32,81,2023-12-31,4.146565,0.25925,0.78448,114.0,108.0,5.594163,0.20909,0.79617,90,115,0,28.0,0.84848,3.27272,278.969696,138.0,315.0,572.0,3.906184,25.0,336.060606,23.0,0.65714,3.14285,309.371428,197.0,494.0,846.0,4.259514,32.0,427.171428
Ryan Nugent-Hopkins,11,EDM,33,L,C,1.0,ANA,03:35,82,2023-12-31,4.146565,0.25925,0.78448,114.0,108.0,5.594163,0.20909,0.79617,90,115,0,28.0,0.84848,3.27272,278.969696,138.0,315.0,572.0,3.906184,25.0,336.060606,23.0,0.65714,3.14285,309.371428,197.0,494.0,846.0,4.259514,32.0,427.171428
Jamie Drysdale,0,ANA,6,R,D,1.0,EDM,01:54,83,2023-12-31,5.594163,0.20909,0.79617,90.0,115.0,4.146565,0.25925,0.78448,114,108,0,23.0,0.65714,3.14285,309.371428,197.0,494.0,846.0,4.259514,32.0,427.171428,28.0,0.84848,3.27272,278.969696,138.0,315.0,572.0,3.906184,25.0,336.060606
Cam Fowler,8,ANA,35,L,D,2.0,EDM,02:51,84,2023-12-31,5.594163,0.20909,0.79617,90.0,115.0,4.146565,0.25925,0.78448,114,108,0,23.0,0.65714,3.14285,309.371428,197.0,494.0,846.0,4.259514,32.0,427.171428,28.0,0.84848,3.27272,278.969696,138.0,315.0,572.0,3.906184,25.0,336.060606
Adam Henrique,7,ANA,34,L,C,2.0,EDM,02:46,85,2023-12-31,5.594163,0.20909,0.79617,90.0,115.0,4.146565,0.25925,0.78448,114,108,0,23.0,0.65714,3.14285,309.371428,197.0,494.0,846.0,4.259514,32.0,427.171428,28.0,0.84848,3.27272,278.969696,138.0,315.0,572.0,3.906184,25.0,336.060606
Alex Killorn,5,ANA,25,L,L,1.0,EDM,02:22,86,2023-12-31,5.594163,0.20909,0.79617,90.0,115.0,4.146565,0.25925,0.78448,114,108,0,23.0,0.65714,3.14285,309.371428,197.0,494.0,846.0,4.259514,32.0,427.171428,28.0,0.84848,3.27272,278.969696,138.0,315.0,572.0,3.906184,25.0,336.060606
Mason McTavish,6,ANA,28,L,C,1.0,EDM,02:07,87,2023-12-31,5.594163,0.20909,0.79617,90.0,115.0,4.146565,0.25925,0.78448,114,108,0,23.0,0.65714,3.14285,309.371428,197.0,494.0,846.0,4.259514,32.0,427.171428,28.0,0.84848,3.27272,278.969696,138.0,315.0,572.0,3.906184,25.0,336.060606
Ryan Strome,5,ANA,34,R,C,2.0,EDM,02:42,88,2023-12-31,5.594163,0.20909,0.79617,90.0,115.0,4.146565,0.25925,0.78448,114,108,0,23.0,0.65714,3.14285,309.371428,197.0,494.0,846.0,4.259514,32.0,427.171428,28.0,0.84848,3.27272,278.969696,138.0,315.0,572.0,3.906184,25.0,336.060606
Frank Vatrano,9,ANA,35,L,R,2.0,EDM,02:49,89,2023-12-31,5.594163,0.20909,0.79617,90.0,115.0,4.146565,0.25925,0.78448,114,108,0,23.0,0.65714,3.14285,309.371428,197.0,494.0,846.0,4.259514,32.0,427.171428,28.0,0.84848,3.27272,278.969696,138.0,315.0,572.0,3.906184,25.0,336.060606
Trevor Zegras,1,ANA,15,L,C,1.0,EDM,02:08,90,2023-12-31,5.594163,0.20909,0.79617,90.0,115.0,4.146565,0.25925,0.78448,114,108,0,23.0,0.65714,3.14285,309.371428,197.0,494.0,846.0,4.259514,32.0,427.171428,28.0,0.84848,3.27272,278.969696,138.0,315.0,572.0,3.906184,25.0,336.060606
Cam Atkinson,3,PHI,35,R,R,2.0,CGY,02:12,91,2023-12-31,4.077042,0.10909,0.85454,103.0,94.0,3.660969,0.1228,0.83636,103,113,0,12.0,0.34285,3.14285,334.457142,145.0,390.0,668.0,4.077042,16.0,326.885714,14.0,0.4,3.25714,329.2,130.0,305.0,522.0,3.773614,18.0,303.371428
Bobby Brink,4,PHI,30,R,R,2.0,CGY,02:21,92,2023-12-31,4.077042,0.10909,0.85454,103.0,94.0,3.660969,0.1228,0.83636,103,113,0,12.0,0.34285,3.14285,334.457142,145.0,390.0,668.0,4.077042,16.0,326.885714,14.0,0.4,3.25714,329.2,130.0,305.0,522.0,3.773614,18.0,303.371428
Cam York,2,PHI,35,L,D,1.0,CGY,02:42,93,2023-12-31,4.077042,0.10909,0.85454,103.0,94.0,3.660969,0.1228,0.83636,103,113,0,12.0,0.34285,3.14285,334.457142,145.0,390.0,668.0,4.077042,16.0,326.885714,14.0,0.4,3.25714,329.2,130.0,305.0,522.0,3.773614,18.0,303.371428
Sean Couturier,5,PHI,33,L,C,1.0,CGY,02:53,94,2023-12-31,4.077042,0.10909,0.85454,103.0,94.0,3.660969,0.1228,0.83636,103,113,0,12.0,0.34285,3.14285,334.457142,145.0,390.0,668.0,4.077042,16.0,326.885714,14.0,0.4,3.25714,329.2,130.0,305.0,522.0,3.773614,18.0,303.371428
Joel Farabee,2,PHI,35,L,L,2.0,CGY,02:05,95,2023-12-31,4.077042,0.10909,0.85454,103.0,94.0,3.660969,0.1228,0.83636,103,113,0,12.0,0.34285,3.14285,334.457142,145.0,390.0,668.0,4.077042,16.0,326.885714,14.0,0.4,3.25714,329.2,130.0,305.0,522.0,3.773614,18.0,303.371428
Tyson Foerster,5,PHI,34,R,R,2.0,CGY,02:28,96,2023-12-31,4.077042,0.10909,0.85454,103.0,94.0,3.660969,0.1228,0.83636,103,113,0,12.0,0.34285,3.14285,334.457142,145.0,390.0,668.0,4.077042,16.0,326.885714,14.0,0.4,3.25714,329.2,130.0,305.0,522.0,3.773614,18.0,303.371428
Morgan Frost,1,PHI,25,L,C,1.0,CGY,02:39,97,2023-12-31,4.077042,0.10909,0.85454,103.0,94.0,3.660969,0.1228,0.83636,103,113,0,12.0,0.34285,3.14285,334.457142,145.0,390.0,668.0,4.077042,16.0,326.885714,14.0,0.4,3.25714,329.2,130.0,305.0,522.0,3.773614,18.0,303.371428
Travis Konecny,3,PHI,35,R,R,1.0,CGY,02:43,98,2023-12-31,4.077042,0.10909,0.85454,103.0,94.0,3.660969,0.1228,0.83636,103,113,0,12.0,0.34285,3.14285,334.457142,145.0,390.0,668.0,4.077042,16.0,326.885714,14.0,0.4,3.25714,329.2,130.0,305.0,522.0,3.773614,18.0,303.371428
Owen Tippett,2,PHI,35,R,R,1.0,CGY,02:53,99,2023-12-31,4.077042,0.10909,0.85454,103.0,94.0,3.660969,0.1228,0.83636,103,113,0,12.0,0.34285,3.14285,334.457142,145.0,390.0,668.0,4.077042,16.0,326.885714,14.0,0.4,3.25714,329.2,130.0,305.0,522.0,3.773614,18.0,303.371428
Rasmus Andersson,3,CGY,31,R,D,1.0,PHI,04:58,100,2023-12-31,3.660969,0.1228,0.83636,103.0,113.0,4.077042,0.10909,0.85454,103,94,0,14.0,0.4,3.25714,329.2,130.0,305.0,522.0,3.773614,18.0,303.371428,12.0,0.34285,3.14285,334.457142,145.0,390.0,668.0,4.077042,16.0,326.885714
Mikael Backlund,1,CGY,35,L,C,2.0,PHI,02:35,101,2023-12-31,3.660969,0.1228,0.83636,103.0,113.0,4.077042,0.10909,0.85454,103,94,0,14.0,0.4,3.25714,329.2,130.0,305.0,522.0,3.773614,18.0,303.371428,12.0,0.34285,3.14285,334.457142,145.0,390.0,668.0,4.077042,16.0,326.885714
Blake Coleman,1,CGY,35,L,C,2.0,PHI,02:33,102,2023-12-31,3.660969,0.1228,0.83636,103.0,113.0,4.077042,0.10909,0.85454,103,94,0,14.0,0.4,3.25714,329.2,130.0,305.0,522.0,3.773614,18.0,303.371428,12.0,0.34285,3.14285,334.457142,145.0,390.0,668.0,4.077042,16.0,326.885714
Noah Hanifin,4,CGY,35,L,D,2.0,PHI,00:54,103,2023-12-31,3.660969,0.1228,0.83636,103.0,113.0,4.077042,0.10909,0.85454,103,94,0,14.0,0.4,3.25714,329.2,130.0,305.0,522.0,3.773614,18.0,303.371428,12.0,0.34285,3.14285,334.457142,145.0,390.0,668.0,4.077042,16.0,326.885714
Jonathan Huberdeau,3,CGY,35,L,C,2.0,PHI,02:29,104,2023-12-31,3.660969,0.1228,0.83636,103.0,113.0,4.077042,0.10909,0.85454,103,94,0,14.0,0.4,3.25714,329.2,130.0,305.0,522.0,3.773614,18.0,303.371428,12.0,0.34285,3.14285,334.457142,145.0,390.0,668.0,4.077042,16.0,326.885714
Nazem Kadri,5,CGY,35,L,C,1.0,PHI,04:51,105,2023-12-31,3.660969,0.1228,0.83636,103.0,113.0,4.077042,0.10909,0.85454,103,94,0,14.0,0.4,3.25714,329.2,130.0,305.0,522.0,3.773614,18.0,303.371428,12.0,0.34285,3.14285,334.457142,145.0,390.0,668.0,4.077042,16.0,326.885714
Elias Lindholm,5,CGY,35,R,C,2.0,PHI,04:50,106,2023-12-31,3.660969,0.1228,0.83636,103.0,113.0,4.077042,0.10909,0.85454,103,94,0,14.0,0.4,3.25714,329.2,130.0,305.0,522.0,3.773614,18.0,303.371428,12.0,0.34285,3.14285,334.457142,145.0,390.0,668.0,4.077042,16.0,326.885714
Yegor Sharangovich,3,CGY,35,L,C,1.0,PHI,04:45,107,2023-12-31,3.660969,0.1228,0.83636,103.0,113.0,4.077042,0.10909,0.85454,103,94,0,14.0,0.4,3.25714,329.2,130.0,305.0,522.0,3.773614,18.0,303.371428,12.0,0.34285,3.14285,334.457142,145.0,390.0,668.0,4.077042,16.0,326.885714
MacKenzie Weegar,5,CGY,35,R,D,2.0,PHI,02:25,108,2023-12-31,3.660969,0.1228,0.83636,103.0,113.0,4.077042,0.10909,0.85454,103,94,0,14.0,0.4,3.25714,329.2,130.0,305.0,522.0,3.773614,18.0,303.371428,12.0,0.34285,3.14285,334.457142,145.0,390.0,668.0,4.077042,16.0,326.885714
Connor Zary,2,CGY,25,L,C,1.0,PHI,04:47,109,2023-12-31,3.660969,0.1228,0.83636,103.0,113.0,4.077042,0.10909,0.85454,103,94,0,14.0,0.4,3.25714,329.2,130.0,305.0,522.0,3.773614,18.0,303.371428,12.0,0.34285,3.14285,334.457142,145.0,390.0,668.0,4.077042,16.0,326.885714
Alexander Barabanov,1,SJS,16,L,L,2.0,COL,02:21,110,2023-12-31,4.044882,0.18947,0.7377,74.0,147.0,4.157266,0.24242,0.84,130,109,0,18.0,0.5,2.63888,259.027777,147.0,369.0,615.0,3.32946,32.0,331.638888,32.0,0.88888,3.66666,358.75,151.0,399.0,665.0,4.460113,20.0,342.25
William Eklund,6,SJS,35,L,L,2.0,COL,02:53,111,2023-12-31,4.044882,0.18947,0.7377,74.0,147.0,4.157266,0.24242,0.84,130,109,0,18.0,0.5,2.63888,259.027777,147.0,369.0,615.0,3.32946,32.0,331.638888,32.0,0.88888,3.66666,358.75,151.0,399.0,665.0,4.460113,20.0,342.25
Mikael Granlund,7,SJS,29,L,C,1.0,COL,03:02,112,2023-12-31,4.044882,0.18947,0.7377,74.0,147.0,4.157266,0.24242,0.84,130,109,1,18.0,0.5,2.63888,259.027777,147.0,369.0,615.0,3.32946,32.0,331.638888,32.0,0.88888,3.66666,358.75,151.0,399.0,665.0,4.460113,20.0,342.25
Tomas Hertl,8,SJS,35,L,C,1.0,COL,03:09,113,2023-12-31,4.044882,0.18947,0.7377,74.0,147.0,4.157266,0.24242,0.84,130,109,1,18.0,0.5,2.63888,259.027777,147.0,369.0,615.0,3.32946,32.0,331.638888,32.0,0.88888,3.66666,358.75,151.0,399.0,665.0,4.460113,20.0,342.25
Fabian Zetterlund,4,SJS,36,R,L,1.0,COL,02:40,114,2023-12-31,4.044882,0.18947,0.7377,74.0,147.0,4.157266,0.24242,0.84,130,109,0,18.0,0.5,2.63888,259.027777,147.0,369.0,615.0,3.32946,32.0,331.638888,32.0,0.88888,3.66666,358.75,151.0,399.0,665.0,4.460113,20.0,342.25
Jonathan Drouin,6,COL,34,L,L,1.0,SJS,03:44,115,2023-12-31,4.157266,0.24242,0.84,130.0,109.0,4.044882,0.18947,0.7377,74,147,0,32.0,0.88888,3.66666,358.75,151.0,399.0,665.0,4.460113,20.0,342.25,18.0,0.5,2.63888,259.027777,147.0,369.0,615.0,3.32946,32.0,331.638888
Ryan Johansen,5,COL,36,R,C,1.0,SJS,00:47,116,2023-12-31,4.157266,0.24242,0.84,130.0,109.0,4.044882,0.18947,0.7377,74,147,0,32.0,0.88888,3.66666,358.75,151.0,399.0,665.0,4.460113,20.0,342.25,18.0,0.5,2.63888,259.027777,147.0,369.0,615.0,3.32946,32.0,331.638888
Nathan MacKinnon,22,COL,36,R,C,1.0,SJS,03:42,117,2023-12-31,4.157266,0.24242,0.84,130.0,109.0,4.044882,0.18947,0.7377,74,147,1,32.0,0.88888,3.66666,358.75,151.0,399.0,665.0,4.460113,20.0,342.25,18.0,0.5,2.63888,259.027777,147.0,369.0,615.0,3.32946,32.0,331.638888
Cale Makar,18,COL,31,R,D,1.0,SJS,02:59,118,2023-12-31,4.157266,0.24242,0.84,130.0,109.0,4.044882,0.18947,0.7377,74,147,0,32.0,0.88888,3.66666,358.75,151.0,399.0,665.0,4.460113,20.0,342.25,18.0,0.5,2.63888,259.027777,147.0,369.0,615.0,3.32946,32.0,331.638888
Valeri Nichushkin,11,COL,34,L,R,1.0,SJS,03:52,119,2023-12-31,4.157266,0.24242,0.84,130.0,109.0,4.044882,0.18947,0.7377,74,147,1,32.0,0.88888,3.66666,358.75,151.0,399.0,665.0,4.460113,20.0,342.25,18.0,0.5,2.63888,259.027777,147.0,369.0,615.0,3.32946,32.0,331.638888
Mikko Rantanen,21,COL,36,L,R,1.0,SJS,03:53,120,2023-12-31,4.157266,0.24242,0.84,130.0,109.0,4.044882,0.18947,0.7377,74,147,1,32.0,0.88888,3.66666,358.75,151.0,399.0,665.0,4.460113,20.0,342.25,18.0,0.5,2.63888,259.027777,147.0,369.0,615.0,3.32946,32.0,331.638888
Devon Toews,4,COL,36,L,D,2.0,SJS,01:39,121,2023-12-31,4.157266,0.24242,0.84,130.0,109.0,4.044882,0.18947,0.7377,74,147,0,32.0,0.88888,3.66666,358.75,151.0,399.0,665.0,4.460113,20.0,342.25,18.0,0.5,2.63888,259.027777,147.0,369.0,615.0,3.32946,32.0,331.638888
Charlie Coyle,4,BOS,35,R,C,2.0,CBJ,01:03,0,2024-01-02,4.53124,0.27358,0.8582,112.0,91.0,3.453449,0.15384,0.80952,119,139,0,29.0,0.82857,3.02857,274.571428,161.0,383.0,656.0,3.799487,19.0,373.657142,16.0,0.42105,2.73684,291.0,133.0,308.0,486.0,3.375551,20.0,281.552631
Morgan Geekie,4,BOS,29,R,C,1.0,CBJ,01:49,1,2024-01-02,4.53124,0.27358,0.8582,112.0,91.0,3.453449,0.15384,0.80952,119,139,0,29.0,0.82857,3.02857,274.571428,161.0,383.0,656.0,3.799487,19.0,373.657142,16.0,0.42105,2.73684,291.0,133.0,308.0,486.0,3.375551,20.0,281.552631
Hampus Lindholm,2,BOS,35,L,D,1.0,CBJ,00:57,2,2024-01-02,4.53124,0.27358,0.8582,112.0,91.0,3.453449,0.15384,0.80952,119,139,1,29.0,0.82857,3.02857,274.571428,161.0,383.0,656.0,3.799487,19.0,373.657142,16.0,0.42105,2.73684,291.0,133.0,308.0,486.0,3.375551,20.0,281.552631
Brad Marchand,18,BOS,35,L,L,2.0,CBJ,02:28,3,2024-01-02,4.53124,0.27358,0.8582,112.0,91.0,3.453449,0.15384,0.80952,119,139,0,29.0,0.82857,3.02857,274.571428,161.0,383.0,656.0,3.799487,19.0,373.657142,16.0,0.42105,2.73684,291.0,133.0,308.0,486.0,3.375551,20.0,281.552631
Charlie McAvoy,10,BOS,27,R,D,1.0,CBJ,02:09,4,2024-01-02,4.53124,0.27358,0.8582,112.0,91.0,3.453449,0.15384,0.80952,119,139,0,29.0,0.82857,3.02857,274.571428,161.0,383.0,656.0,3.799487,19.0,373.657142,16.0,0.42105,2.73684,291.0,133.0,308.0,486.0,3.375551,20.0,281.552631
David Pastrnak,22,BOS,35,R,R,1.0,CBJ,02:42,5,2024-01-02,4.53124,0.27358,0.8582,112.0,91.0,3.453449,0.15384,0.80952,119,139,0,29.0,0.82857,3.02857,274.571428,161.0,383.0,656.0,3.799487,19.0,373.657142,16.0,0.42105,2.73684,291.0,133.0,308.0,486.0,3.375551,20.0,281.552631
Pavel Zacha,7,BOS,32,L,C,1.0,CBJ,02:17,6,2024-01-02,4.53124,0.27358,0.8582,112.0,91.0,3.453449,0.15384,0.80952,119,139,0,29.0,0.82857,3.02857,274.571428,161.0,383.0,656.0,3.799487,19.0,373.657142,16.0,0.42105,2.73684,291.0,133.0,308.0,486.0,3.375551,20.0,281.552631
Yegor Chinakhov,2,CBJ,27,L,R,1.0,BOS,02:20,7,2024-01-02,3.453449,0.15384,0.80952,119.0,139.0,4.53124,0.27358,0.8582,112,91,0,16.0,0.42105,2.73684,291.0,133.0,308.0,486.0,3.375551,20.0,281.552631,29.0,0.82857,3.02857,274.571428,161.0,383.0,656.0,3.799487,19.0,373.657142
