skaterFullName,ppPoints,teamAbbrevs,gamesPlayed,shoots,position,ppUnit,vs,avgPowerplayToi,row,date,team_PEN/GP,team_PP%,team_PK%,team_G,team_GA,enemy_PEN/GP,enemy_PP%,enemy_PK%,enemy_G,enemy_GA,scored,PPGF,PPG/PG,PPO/PG,PPTOI/PG,PEN,PENMin,PENSeconds/PG,PENDrawn/GP,PPGA,PKTIO/PG,PPGF_enemy,PPG/PG_enemy,PPO/PG_enemy,PPTOI/PG_enemy,PEN_enemy,PENMin_enemy,PENSeconds/PG_enemy,PENDrawn/GP_enemy,PPGA_enemy,PKTIO/PG_enemy
Boone Jenner,4,CBJ,30,L,C,2.0,EDM,01:45,67,2024-01-23,3.520643,0.14843,0.79845,133.0,168.0,4.228041,0.25373,0.82191,147,122,0,19.0,0.42222,2.84444,298.555555,161.0,367.0,489.0,3.433174,26.0,286.266666,34.0,0.80952,3.19047,274.809523,179.0,426.0,608.0,3.873736,26.0,340.023809
Cole Sillinger,1,CBJ,40,L,C,1.0,EDM,03:30,68,2024-01-23,3.520643,0.14843,0.79845,133.0,168.0,4.228041,0.25373,0.82191,147,122,0,19.0,0.42222,2.84444,298.555555,161.0,367.0,489.0,3.433174,26.0,286.266666,34.0,0.80952,3.19047,274.809523,179.0,426.0,608.0,3.873736,26.0,340.023809
Dmitri Voronkov,3,CBJ,39,L,L,1.0,EDM,03:17,69,2024-01-23,3.520643,0.14843,0.79845,133.0,168.0,4.228041,0.25373,0.82191,147,122,0,19.0,0.42222,2.84444,298.555555,161.0,367.0,489.0,3.433174,26.0,286.266666,34.0,0.80952,3.19047,274.809523,179.0,426.0,608.0,3.873736,26.0,340.023809
Evan Bouchard,20,EDM,42,R,D,1.0,CBJ,03:19,70,2024-01-23,4.228041,0.25373,0.82191,147.0,122.0,3.520643,0.14843,0.79845,133,168,0,34.0,0.80952,3.19047,274.809523,179.0,426.0,608.0,3.873736,26.0,340.023809,19.0,0.42222,2.84444,298.555555,161.0,367.0,489.0,3.433174,26.0,286.266666
Leon Draisaitl,19,EDM,42,L,C,1.0,CBJ,03:17,71,2024-01-23,4.228041,0.25373,0.82191,147.0,122.0,3.520643,0.14843,0.79845,133,168,0,34.0,0.80952,3.19047,274.809523,179.0,426.0,608.0,3.873736,26.0,340.023809,19.0,0.42222,2.84444,298.555555,161.0,367.0,489.0,3.433174,26.0,286.266666
Zach Hyman,13,EDM,41,R,L,1.0,CBJ,03:03,72,2024-01-23,4.228041,0.25373,0.82191,147.0,122.0,3.520643,0.14843,0.79845,133,168,0,34.0,0.80952,3.19047,274.809523,179.0,426.0,608.0,3.873736,26.0,340.023809,19.0,0.42222,2.84444,298.555555,161.0,367.0,489.0,3.433174,26.0,286.266666
Evander Kane,4,EDM,41,L,L,2.0,CBJ,01:04,73,2024-01-23,4.228041,0.25373,0.82191,147.0,122.0,3.520643,0.14843,0.79845,133,168,1,34.0,0.80952,3.19047,274.809523,179.0,426.0,608.0,3.873736,26.0,340.023809,19.0,0.42222,2.84444,298.555555,161.0,367.0,489.0,3.433174,26.0,286.266666
Connor McDavid,22,EDM,40,L,C,1.0,CBJ,03:18,74,2024-01-23,4.228041,0.25373,0.82191,147.0,122.0,3.520643,0.14843,0.79845,133,168,0,34.0,0.80952,3.19047,274.809523,179.0,426.0,608.0,3.873736,26.0,340.023809,19.0,0.42222,2.84444,298.555555,161.0,367.0,489.0,3.433174,26.0,286.266666
Ryan Nugent-Hopkins,14,EDM,42,L,C,1.0,CBJ,03:12,75,2024-01-23,4.228041,0.25373,0.82191,147.0,122.0,3.520643,0.14843,0.79845,133,168,0,34.0,0.80952,3.19047,274.809523,179.0,426.0,608.0,3.873736,26.0,340.023809,19.0,0.42222,2.84444,298.555555,161.0,367.0,489.0,3.433174,26.0,286.266666
Pavel Buchnevich,5,STL,42,L,L,1.0,CGY,02:46,76,2024-01-23,3.160964,0.13846,0.77966,123.0,139.0,3.648982,0.13793,0.84285,143,142,0,18.0,0.40909,2.95454,305.0,140.0,303.0,413.0,3.409326,26.0,271.75,20.0,0.43478,3.15217,323.065217,170.0,388.0,506.0,3.799234,22.0,296.782608
Justin Faulk,2,STL,39,R,D,1.0,CGY,01:58,77,2024-01-23,3.160964,0.13846,0.77966,123.0,139.0,3.648982,0.13793,0.84285,143,142,0,18.0,0.40909,2.95454,305.0,140.0,303.0,413.0,3.409326,26.0,271.75,20.0,0.43478,3.15217,323.065217,170.0,388.0,506.0,3.799234,22.0,296.782608
Torey Krug,5,STL,44,L,D,2.0,CGY,02:03,78,2024-01-23,3.160964,0.13846,0.77966,123.0,139.0,3.648982,0.13793,0.84285,143,142,0,18.0,0.40909,2.95454,305.0,140.0,303.0,413.0,3.409326,26.0,271.75,20.0,0.43478,3.15217,323.065217,170.0,388.0,506.0,3.799234,22.0,296.782608
Jordan Kyrou,9,STL,44,R,C,1.0,CGY,02:47,79,2024-01-23,3.160964,0.13846,0.77966,123.0,139.0,3.648982,0.13793,0.84285,143,142,0,18.0,0.40909,2.95454,305.0,140.0,303.0,413.0,3.409326,26.0,271.75,20.0,0.43478,3.15217,323.065217,170.0,388.0,506.0,3.799234,22.0,296.782608
Jake Neighbours,5,STL,44,L,L,1.0,CGY,02:45,80,2024-01-23,3.160964,0.13846,0.77966,123.0,139.0,3.648982,0.13793,0.84285,143,142,0,18.0,0.40909,2.95454,305.0,140.0,303.0,413.0,3.409326,26.0,271.75,20.0,0.43478,3.15217,323.065217,170.0,388.0,506.0,3.799234,22.0,296.782608
Brayden Schenn,7,STL,44,L,C,2.0,CGY,01:57,81,2024-01-23,3.160964,0.13846,0.77966,123.0,139.0,3.648982,0.13793,0.84285,143,142,0,18.0,0.40909,2.95454,305.0,140.0,303.0,413.0,3.409326,26.0,271.75,20.0,0.43478,3.15217,323.065217,170.0,388.0,506.0,3.799234,22.0,296.782608
Robert Thomas,8,STL,44,R,C,1.0,CGY,02:46,82,2024-01-23,3.160964,0.13846,0.77966,123.0,139.0,3.648982,0.13793,0.84285,143,142,0,18.0,0.40909,2.95454,305.0,140.0,303.0,413.0,3.409326,26.0,271.75,20.0,0.43478,3.15217,323.065217,170.0,388.0,506.0,3.799234,22.0,296.782608
Rasmus Andersson,5,CGY,42,R,D,2.0,STL,02:30,83,2024-01-23,3.648982,0.13793,0.84285,143.0,142.0,3.160964,0.13846,0.77966,123,139,0,20.0,0.43478,3.15217,323.065217,170.0,388.0,506.0,3.799234,22.0,296.782608,18.0,0.40909,2.95454,305.0,140.0,303.0,413.0,3.409326,26.0,271.75
Mikael Backlund,2,CGY,46,L,C,2.0,STL,01:50,84,2024-01-23,3.648982,0.13793,0.84285,143.0,142.0,3.160964,0.13846,0.77966,123,139,0,20.0,0.43478,3.15217,323.065217,170.0,388.0,506.0,3.799234,22.0,296.782608,18.0,0.40909,2.95454,305.0,140.0,303.0,413.0,3.409326,26.0,271.75
Blake Coleman,2,CGY,46,L,C,2.0,STL,01:52,85,2024-01-23,3.648982,0.13793,0.84285,143.0,142.0,3.160964,0.13846,0.77966,123,139,0,20.0,0.43478,3.15217,323.065217,170.0,388.0,506.0,3.799234,22.0,296.782608,18.0,0.40909,2.95454,305.0,140.0,303.0,413.0,3.409326,26.0,271.75
Matt Coronato,1,CGY,12,R,R,2.0,STL,02:43,86,2024-01-23,3.648982,0.13793,0.84285,143.0,142.0,3.160964,0.13846,0.77966,123,139,0,20.0,0.43478,3.15217,323.065217,170.0,388.0,506.0,3.799234,22.0,296.782608,18.0,0.40909,2.95454,305.0,140.0,303.0,413.0,3.409326,26.0,271.75
Jonathan Huberdeau,6,CGY,45,L,C,1.0,STL,02:32,87,2024-01-23,3.648982,0.13793,0.84285,143.0,142.0,3.160964,0.13846,0.77966,123,139,0,20.0,0.43478,3.15217,323.065217,170.0,388.0,506.0,3.799234,22.0,296.782608,18.0,0.40909,2.95454,305.0,140.0,303.0,413.0,3.409326,26.0,271.75
Nazem Kadri,7,CGY,46,L,C,1.0,STL,03:27,88,2024-01-23,3.648982,0.13793,0.84285,143.0,142.0,3.160964,0.13846,0.77966,123,139,0,20.0,0.43478,3.15217,323.065217,170.0,388.0,506.0,3.799234,22.0,296.782608,18.0,0.40909,2.95454,305.0,140.0,303.0,413.0,3.409326,26.0,271.75
Elias Lindholm,8,CGY,46,R,C,1.0,STL,03:16,89,2024-01-23,3.648982,0.13793,0.84285,143.0,142.0,3.160964,0.13846,0.77966,123,139,0,20.0,0.43478,3.15217,323.065217,170.0,388.0,506.0,3.799234,22.0,296.782608,18.0,0.40909,2.95454,305.0,140.0,303.0,413.0,3.409326,26.0,271.75
Yegor Sharangovich,6,CGY,46,L,C,1.0,STL,03:17,90,2024-01-23,3.648982,0.13793,0.84285,143.0,142.0,3.160964,0.13846,0.77966,123,139,0,20.0,0.43478,3.15217,323.065217,170.0,388.0,506.0,3.799234,22.0,296.782608,18.0,0.40909,2.95454,305.0,140.0,303.0,413.0,3.409326,26.0,271.75
MacKenzie Weegar,6,CGY,46,R,D,1.0,STL,02:57,91,2024-01-23,3.648982,0.13793,0.84285,143.0,142.0,3.160964,0.13846,0.77966,123,139,0,20.0,0.43478,3.15217,323.065217,170.0,388.0,506.0,3.799234,22.0,296.782608,18.0,0.40909,2.95454,305.0,140.0,303.0,413.0,3.409326,26.0,271.75
Connor Zary,3,CGY,36,L,C,2.0,STL,01:51,92,2024-01-23,3.648982,0.13793,0.84285,143.0,142.0,3.160964,0.13846,0.77966,123,139,0,20.0,0.43478,3.15217,323.065217,170.0,388.0,506.0,3.799234,22.0,296.782608,18.0,0.40909,2.95454,305.0,140.0,303.0,413.0,3.409326,26.0,271.75
Zachary Benson,0,BUF,36,L,L,,ANA,02:39,93,2024-01-23,3.824362,0.14285,0.80141,134.0,145.0,5.490078,0.18493,0.77604,115,160,0,19.0,0.41304,2.8913,285.782608,177.0,442.0,576.0,3.694723,28.0,300.23913,27.0,0.58695,3.17391,312.717391,254.0,641.0,836.0,4.539041,43.0,397.5
Dylan Cozens,4,BUF,43,R,C,1.0,ANA,01:17,94,2024-01-23,3.824362,0.14285,0.80141,134.0,145.0,5.490078,0.18493,0.77604,115,160,1,19.0,0.41304,2.8913,285.782608,177.0,442.0,576.0,3.694723,28.0,300.23913,27.0,0.58695,3.17391,312.717391,254.0,641.0,836.0,4.539041,43.0,397.5
Rasmus Dahlin,12,BUF,45,L,D,1.0,ANA,04:05,95,2024-01-23,3.824362,0.14285,0.80141,134.0,145.0,5.490078,0.18493,0.77604,115,160,1,19.0,0.41304,2.8913,285.782608,177.0,442.0,576.0,3.694723,28.0,300.23913,27.0,0.58695,3.17391,312.717391,254.0,641.0,836.0,4.539041,43.0,397.5
Casey Mittelstadt,6,BUF,46,L,C,2.0,ANA,03:30,96,2024-01-23,3.824362,0.14285,0.80141,134.0,145.0,5.490078,0.18493,0.77604,115,160,0,19.0,0.41304,2.8913,285.782608,177.0,442.0,576.0,3.694723,28.0,300.23913,27.0,0.58695,3.17391,312.717391,254.0,641.0,836.0,4.539041,43.0,397.5
JJ Peterka,3,BUF,46,L,R,2.0,ANA,02:07,97,2024-01-23,3.824362,0.14285,0.80141,134.0,145.0,5.490078,0.18493,0.77604,115,160,0,19.0,0.41304,2.8913,285.782608,177.0,442.0,576.0,3.694723,28.0,300.23913,27.0,0.58695,3.17391,312.717391,254.0,641.0,836.0,4.539041,43.0,397.5
Jack Quinn,2,BUF,14,R,R,2.0,ANA,02:51,98,2024-01-23,3.824362,0.14285,0.80141,134.0,145.0,5.490078,0.18493,0.77604,115,160,0,19.0,0.41304,2.8913,285.782608,177.0,442.0,576.0,3.694723,28.0,300.23913,27.0,0.58695,3.17391,312.717391,254.0,641.0,836.0,4.539041,43.0,397.5
Jeff Skinner,7,BUF,38,L,L,1.0,ANA,02:11,99,2024-01-23,3.824362,0.14285,0.80141,134.0,145.0,5.490078,0.18493,0.77604,115,160,0,19.0,0.41304,2.8913,285.782608,177.0,442.0,576.0,3.694723,28.0,300.23913,27.0,0.58695,3.17391,312.717391,254.0,641.0,836.0,4.539041,43.0,397.5
Tage Thompson,8,BUF,36,R,C,1.0,ANA,03:30,100,2024-01-23,3.824362,0.14285,0.80141,134.0,145.0,5.490078,0.18493,0.77604,115,160,0,19.0,0.41304,2.8913,285.782608,177.0,442.0,576.0,3.694723,28.0,300.23913,27.0,0.58695,3.17391,312.717391,254.0,641.0,836.0,4.539041,43.0,397.5
Alex Tuch,8,BUF,39,R,R,1.0,ANA,03:23,101,2024-01-23,3.824362,0.14285,0.80141,134.0,145.0,5.490078,0.18493,0.77604,115,160,0,19.0,0.41304,2.8913,285.782608,177.0,442.0,576.0,3.694723,28.0,300.23913,27.0,0.58695,3.17391,312.717391,254.0,641.0,836.0,4.539041,43.0,397.5
Leo Carlsson,7,ANA,27,L,C,1.0,BUF,02:06,102,2024-01-23,5.490078,0.18493,0.77604,115.0,160.0,3.824362,0.14285,0.80141,134,145,0,27.0,0.58695,3.17391,312.717391,254.0,641.0,836.0,4.539041,43.0,397.5,19.0,0.41304,2.8913,285.782608,177.0,442.0,576.0,3.694723,28.0,300.23913
Cam Fowler,9,ANA,46,L,D,2.0,BUF,02:55,103,2024-01-23,5.490078,0.18493,0.77604,115.0,160.0,3.824362,0.14285,0.80141,134,145,0,27.0,0.58695,3.17391,312.717391,254.0,641.0,836.0,4.539041,43.0,397.5,19.0,0.41304,2.8913,285.782608,177.0,442.0,576.0,3.694723,28.0,300.23913
Adam Henrique,8,ANA,45,L,C,2.0,BUF,02:55,104,2024-01-23,5.490078,0.18493,0.77604,115.0,160.0,3.824362,0.14285,0.80141,134,145,0,27.0,0.58695,3.17391,312.717391,254.0,641.0,836.0,4.539041,43.0,397.5,19.0,0.41304,2.8913,285.782608,177.0,442.0,576.0,3.694723,28.0,300.23913
Mason McTavish,8,ANA,39,L,C,1.0,BUF,02:12,105,2024-01-23,5.490078,0.18493,0.77604,115.0,160.0,3.824362,0.14285,0.80141,134,145,0,27.0,0.58695,3.17391,312.717391,254.0,641.0,836.0,4.539041,43.0,397.5,19.0,0.41304,2.8913,285.782608,177.0,442.0,576.0,3.694723,28.0,300.23913
Jakob Silfverberg,2,ANA,45,R,R,2.0,BUF,02:53,106,2024-01-23,5.490078,0.18493,0.77604,115.0,160.0,3.824362,0.14285,0.80141,134,145,0,27.0,0.58695,3.17391,312.717391,254.0,641.0,836.0,4.539041,43.0,397.5,19.0,0.41304,2.8913,285.782608,177.0,442.0,576.0,3.694723,28.0,300.23913
Ryan Strome,6,ANA,43,R,C,2.0,BUF,02:56,107,2024-01-23,5.490078,0.18493,0.77604,115.0,160.0,3.824362,0.14285,0.80141,134,145,0,27.0,0.58695,3.17391,312.717391,254.0,641.0,836.0,4.539041,43.0,397.5,19.0,0.41304,2.8913,285.782608,177.0,442.0,576.0,3.694723,28.0,300.23913
Troy Terry,9,ANA,43,R,R,1.0,BUF,02:13,108,2024-01-23,5.490078,0.18493,0.77604,115.0,160.0,3.824362,0.14285,0.80141,134,145,1,27.0,0.58695,3.17391,312.717391,254.0,641.0,836.0,4.539041,43.0,397.5,19.0,0.41304,2.8913,285.782608,177.0,442.0,576.0,3.694723,28.0,300.23913
Frank Vatrano,11,ANA,46,L,R,2.0,BUF,02:54,109,2024-01-23,5.490078,0.18493,0.77604,115.0,160.0,3.824362,0.14285,0.80141,134,145,0,27.0,0.58695,3.17391,312.717391,254.0,641.0,836.0,4.539041,43.0,397.5,19.0,0.41304,2.8913,285.782608,177.0,442.0,576.0,3.694723,28.0,300.23913
Adam Fox,20,NYR,36,R,D,1.0,SJS,04:11,110,2024-01-23,3.637168,0.28671,0.82706,149.0,130.0,3.936105,0.17391,0.71241,97,185,0,41.0,0.8913,3.10869,290.434782,169.0,397.0,517.0,3.959993,23.0,290.065217,20.0,0.42553,2.4468,242.0,187.0,465.0,593.0,3.157303,44.0,314.297872
Chris Kreider,16,NYR,46,L,L,1.0,SJS,04:13,111,2024-01-23,3.637168,0.28671,0.82706,149.0,130.0,3.936105,0.17391,0.71241,97,185,0,41.0,0.8913,3.10869,290.434782,169.0,397.0,517.0,3.959993,23.0,290.065217,20.0,0.42553,2.4468,242.0,187.0,465.0,593.0,3.157303,44.0,314.297872
Artemi Panarin,28,NYR,46,R,L,1.0,SJS,04:15,112,2024-01-23,3.637168,0.28671,0.82706,149.0,130.0,3.936105,0.17391,0.71241,97,185,0,41.0,0.8913,3.10869,290.434782,169.0,397.0,517.0,3.959993,23.0,290.065217,20.0,0.42553,2.4468,242.0,187.0,465.0,593.0,3.157303,44.0,314.297872
Vincent Trocheck,17,NYR,46,R,C,1.0,SJS,04:17,113,2024-01-23,3.637168,0.28671,0.82706,149.0,130.0,3.936105,0.17391,0.71241,97,185,0,41.0,0.8913,3.10869,290.434782,169.0,397.0,517.0,3.959993,23.0,290.065217,20.0,0.42553,2.4468,242.0,187.0,465.0,593.0,3.157303,44.0,314.297872
Mika Zibanejad,21,NYR,45,R,C,1.0,SJS,04:12,114,2024-01-23,3.637168,0.28671,0.82706,149.0,130.0,3.936105,0.17391,0.71241,97,185,0,41.0,0.8913,3.10869,290.434782,169.0,397.0,517.0,3.959993,23.0,290.065217,20.0,0.42553,2.4468,242.0,187.0,465.0,593.0,3.157303,44.0,314.297872
Alexander Barabanov,1,SJS,27,L,L,1.0,NYR,01:59,115,2024-01-23,3.936105,0.17391,0.71241,97.0,185.0,3.637168,0.28671,0.82706,149,130,0,20.0,0.42553,2.4468,242.0,187.0,465.0,593.0,3.157303,44.0,314.297872,41.0,0.8913,3.10869,290.434782,169.0,397.0,517.0,3.959993,23.0,290.065217
Logan Couture,0,SJS,2,L,C,1.0,NYR,03:21,116,2024-01-23,3.936105,0.17391,0.71241,97.0,185.0,3.637168,0.28671,0.82706,149,130,0,20.0,0.42553,2.4468,242.0,187.0,465.0,593.0,3.157303,44.0,314.297872,41.0,0.8913,3.10869,290.434782,169.0,397.0,517.0,3.959993,23.0,290.065217
Anthony Duclair,5,SJS,42,L,L,2.0,NYR,01:22,117,2024-01-23,3.936105,0.17391,0.71241,97.0,185.0,3.637168,0.28671,0.82706,149,130,0,20.0,0.42553,2.4468,242.0,187.0,465.0,593.0,3.157303,44.0,314.297872,41.0,0.8913,3.10869,290.434782,169.0,397.0,517.0,3.959993,23.0,290.065217
William Eklund,6,SJS,46,L,L,1.0,NYR,02:13,118,2024-01-23,3.936105,0.17391,0.71241,97.0,185.0,3.637168,0.28671,0.82706,149,130,0,20.0,0.42553,2.4468,242.0,187.0,465.0,593.0,3.157303,44.0,314.297872,41.0,0.8913,3.10869,290.434782,169.0,397.0,517.0,3.959993,23.0,290.065217
Tomas Hertl,9,SJS,46,L,C,1.0,NYR,02:28,119,2024-01-23,3.936105,0.17391,0.71241,97.0,185.0,3.637168,0.28671,0.82706,149,130,0,20.0,0.42553,2.4468,242.0,187.0,465.0,593.0,3.157303,44.0,314.297872,41.0,0.8913,3.10869,290.434782,169.0,397.0,517.0,3.959993,23.0,290.065217
Fabian Zetterlund,4,SJS,47,R,L,1.0,NYR,02:09,120,2024-01-23,3.936105,0.17391,0.71241,97.0,185.0,3.637168,0.28671,0.82706,149,130,0,20.0,0.42553,2.4468,242.0,187.0,465.0,593.0,3.157303,44.0,314.297872,41.0,0.8913,3.10869,290.434782,169.0,397.0,517.0,3.959993,23.0,290.065217
Logan Cooley,10,ARI,45,L,C,,FLA,01:38,0,2024-01-24,4.479824,0.23021,0.79591,135.0,132.0,4.601729,0.22222,0.82236,146,120,0,32.0,0.71111,3.08888,307.644444,204.0,539.0,718.0,4.194345,30.0,323.577777,34.0,0.73913,3.32608,331.347826,213.0,569.0,742.0,4.688147,27.0,323.586956
Lawson Crouse,7,ARI,44,L,L,2.0,FLA,01:36,1,2024-01-24,4.479824,0.23021,0.79591,135.0,132.0,4.601729,0.22222,0.82236,146,120,0,32.0,0.71111,3.08888,307.644444,204.0,539.0,718.0,4.194345,30.0,323.577777,34.0,0.73913,3.32608,331.347826,213.0,569.0,742.0,4.688147,27.0,323.586956
Sean Durzi,10,ARI,39,R,D,1.0,FLA,03:02,2,2024-01-24,4.479824,0.23021,0.79591,135.0,132.0,4.601729,0.22222,0.82236,146,120,0,32.0,0.71111,3.08888,307.644444,204.0,539.0,718.0,4.194345,30.0,323.577777,34.0,0.73913,3.32608,331.347826,213.0,569.0,742.0,4.688147,27.0,323.586956
Dylan Guenther,1,ARI,8,R,R,1.0,FLA,02:21,3,2024-01-24,4.479824,0.23021,0.79591,135.0,132.0,4.601729,0.22222,0.82236,146,120,1,32.0,0.71111,3.08888,307.644444,204.0,539.0,718.0,4.194345,30.0,323.577777,34.0,0.73913,3.32608,331.347826,213.0,569.0,742.0,4.688147,27.0,323.586956
Clayton Keller,18,ARI,45,L,R,1.0,FLA,02:44,4,2024-01-24,4.479824,0.23021,0.79591,135.0,132.0,4.601729,0.22222,0.82236,146,120,1,32.0,0.71111,3.08888,307.644444,204.0,539.0,718.0,4.194345,30.0,323.577777,34.0,0.73913,3.32608,331.347826,213.0,569.0,742.0,4.688147,27.0,323.586956
Matias Maccelli,5,ARI,45,L,L,2.0,FLA,01:49,5,2024-01-24,4.479824,0.23021,0.79591,135.0,132.0,4.601729,0.22222,0.82236,146,120,0,32.0,0.71111,3.08888,307.644444,204.0,539.0,718.0,4.194345,30.0,323.577777,34.0,0.73913,3.32608,331.347826,213.0,569.0,742.0,4.688147,27.0,323.586956
Sam Bennett,8,FLA,34,L,C,2.0,ARI,02:38,6,2024-01-24,4.601729,0.22222,0.82236,146.0,120.0,4.479824,0.23021,0.79591,135,132,0,34.0,0.73913,3.32608,331.347826,213.0,569.0,742.0,4.688147,27.0,323.586956,32.0,0.71111,3.08888,307.644444,204.0,539.0,718.0,4.194345,30.0,323.577777
Aaron Ekblad,3,FLA,29,R,D,2.0,ARI,01:12,7,2024-01-24,4.601729,0.22222,0.82236,146.0,120.0,4.479824,0.23021,0.79591,135,132,0,34.0,0.73913,3.32608,331.347826,213.0,569.0,742.0,4.688147,27.0,323.586956,32.0,0.71111,3.08888,307.644444,204.0,539.0,718.0,4.194345,30.0,323.577777
